wals code,glottocode,name,latitude,longitude,macroarea,genus,family,sample 100,sample 200
lda,gand1255,Luganda,0.5,32.1666666667,Africa,Bantoid,Niger-Congo,False,False
pow,powh1243,Powhatan,37.3333333333,-76.5,North America,Algonquian,Algic,False,False
kaw,kaiw1246,Kaiwá,-23,-55,South America,Tupi-Guaraní,Tupian,False,False
mnv,mina1269,Minaveha,-9.6,150.466666667,Papunesia,Oceanic,Austronesian,False,False
nkr,nuku1260,Nukuoro,3.8333333333,154.916666667,Papunesia,Oceanic,Austronesian,False,False
pre,asut1235,Pare,-4,36.5,Africa,Bantoid,Niger-Congo,False,False
che,cher1273,Cherokee,35.5,-83.5,North America,Southern Iroquoian,Iroquoian,False,False
msk,ngil1242,Masakin,10.6666666667,30,Africa,Talodi,Kordofanian,False,False
isi,isir1237,Isirawa,-1.8333333333,138.5,Papunesia,Kwerba,Kwerba,False,False
pdp,folo1238,Folopa,-7,144.5,Papunesia,Teberan,Teberan-Pawaian,False,False
kou,komc1235,Kom,6.25,10.3333333333,Africa,Bantoid,Niger-Congo,False,False
wrs,wari1266,Waris,-3.1666666667,141,Papunesia,Border,Border,False,False
nak,naka1262,Nakanai,-5.5833333333,150.583333333,Papunesia,Oceanic,Austronesian,False,False
coo,coos1249,Coos (Hanis),43.5,-124.166666667,North America,Coosan,Oregon Coast,False,True
kal,kala1373,Kalami,35.5,72.5,Eurasia,Indic,Indo-European,False,False
jpn,nucl1643,Japanese,37,140,Eurasia,Japanese,Japanese,True,True
lep,lepc1244,Lepcha,27.1666666667,88.5,Eurasia,Lepcha,Sino-Tibetan,False,True
drg,darg1241,Dargwa,42.25,47.4166666667,Eurasia,Lak-Dargwa,Nakh-Daghestanian,False,False
ayr,ayor1240,Ayoreo,-20.25,-59.25,South America,Zamucoan,Zamucoan,False,False
ror,waim1251,Roro,-8.75,146.583333333,Papunesia,Oceanic,Austronesian,False,False
tir,trio1238,Tiriyo,3.25,-55.75,South America,Cariban,Cariban,False,False
tzs,tzot1260,Tzotzil (San Andrés),17,-92.8333333333,North America,Mayan,Mayan,False,False
tzz,tzot1264,Tzotzil (Zinacantán),16.8333333333,-92.8333333333,North America,Mayan,Mayan,False,False
tzo,tzot1259,Tzotzil,16.5,-92.6666666667,North America,Mayan,Mayan,False,False
grt,goro1259,Gorontalo,0.5,122,Papunesia,Greater Central Philippine,Austronesian,False,False
tha,thai1261,Thai,16,101,Eurasia,Kam-Tai,Tai-Kadai,True,True
onn,onon1246,Onondaga,42.75,-76.1666666667,North America,Northern Iroquoian,Iroquoian,False,False
goo,goon1238,Gooniyandi,-18.3333333333,126.333333333,Australia,Bunuban,Bunuban,True,True
esm,atac1235,Esmeraldeño,0.3333333333,-79.8333333333,South America,Tacame,Tacame,False,False
cnm,kana1291,Canamarí,-6.5,-68.5,South America,Katukinan,Katukinan,False,False
kkw,kara1289,Karankawa,28,-97,North America,Karankawa,Karankawa,False,False
dbw,dann1241,Dan (Blowo),7.3333333333,-8.1666666667,Africa,Eastern Mande,Mande,False,False
dan,dann1241,Dan,7.5,-8,Africa,Eastern Mande,Mande,False,False
aco,west2632,Acoma,34.9166666667,-107.583333333,North America,Keresan,Keresan,True,True
hln,hala1252,Halang,14.5,107.5,Eurasia,Bahnaric,Austro-Asiatic,False,False
mki,mika1239,Mikasuki,32,-85,North America,Muskogean,Muskogean,False,False
mtt,wamp1249,Massachusett,42.5,-71,North America,Algonquian,Algic,False,False
jad,tibe1272,Jad,30.8333333333,79,Eurasia,Bodic,Sino-Tibetan,False,False
wtm,wata1253,Watam,-3.9166666667,144.5,Papunesia,Lower Ramu,Lower Sepik-Ramu,False,False
pir,yine1238,Piro,-11,-73.5,South America,Purus,Arawakan,False,False
swi,sawa1247,Sawai,0.5,128,Papunesia,South Halmahera - West New Guinea,Austronesian,False,False
nue,nuer1246,Nuer,8.3333333333,32,Africa,Nilotic,Eastern Sudanic,False,False
pna,pamo1252,Pamona,-1.75,120.833333333,Papunesia,Celebic,Austronesian,False,False
bno,waim1255,Waimaha,0.3333333333,-70.25,South America,Tucanoan,Tucanoan,False,False
wnt,want1252,Wantoat,-6.1666666667,146.5,Papunesia,Finisterre-Huon,Trans-New Guinea,False,False
bho,bhoj1244,Bhojpuri,26,84,Eurasia,Indic,Indo-European,False,False
akk,akak1252,Aka-Kede,12.75,92.75,Eurasia,Great Andamanese,Great Andamanese,False,False
mic,mikm1235,Micmac,45,-63,North America,Algonquian,Algic,False,False
atm,kunz1244,Atacameño,-23,-69,South America,Kunza,Kunza,False,False
ngl,ngal1293,Ngalakan,-14.25,134,Australia,Ngalakan,Gunwinyguan,False,False
wob,weno1238,Wobe,7.4166666667,-7.3333333333,Africa,Kru,Niger-Congo,False,False
lmh,lama1277,Lamaholot,-8.25,122.916666667,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
brr,boro1282,Bororo,-16,-57,South America,Bororoan,Bororoan,False,False
krc,kara1465,Karachay-Balkar,43.5,42,Eurasia,Turkic,Altaic,False,False
mid,mido1240,Midob,15.0833333333,26.25,Africa,Nubian,Eastern Sudanic,False,False
els,else1239,Elseng,-3,140.5,Papunesia,Morwap,Morwap,False,False
amq,amba1265,Ambai,-1.8333333333,136.5,Papunesia,South Halmahera - West New Guinea,Austronesian,False,False
mud,mund1327,Mundani,5.6666666667,9.9166666667,Africa,Bantoid,Niger-Congo,False,False
nga,ngan1291,Nganasan,71,93,Eurasia,Samoyedic,Uralic,False,False
ycn,yucu1253,Yucuna,-0.75,-71,South America,Inland Northern Arawakan,Arawakan,False,False
ter,tera1251,Tera,11,11.8333333333,Africa,Biu-Mandara,Afro-Asiatic,False,False
nbr,ngab1239,Ngäbere,8.6666666667,-82,North America,Guaymiic,Chibchan,False,False
lob,lobi1245,Lobi,10.5,-3.25,Africa,Gur,Niger-Congo,False,False
way,waya1270,Wayampi,1,-52,South America,Tupi-Guaraní,Tupian,False,False
ora,emai1241,Emai,7.0833333333,5.9166666667,Africa,Edoid,Niger-Congo,False,False
olm,ngaj1237,Oloh Mangtangai,-0.8333333333,113,Papunesia,Barito,Austronesian,False,False
kry,kory1246,Koryak,61,167,Eurasia,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,False,False
klb,huba1236,Kilba,10.3333333333,13.1666666667,Africa,Biu-Mandara,Afro-Asiatic,False,False
dgi,indo1311,Dogri,33,75,Eurasia,Indic,Indo-European,False,False
cre,plai1258,Cree (Plains),54,-110,North America,Algonquian,Algic,True,True
mgh,maga1260,Magahi,23.5,85.5,Eurasia,Indic,Indo-European,False,False
tgp,sawi1256,Tanglapui,-8.2833333333,125.083333333,Papunesia,Kolana-Tanglapui,Timor-Alor-Pantar,False,False
kel,kele1258,Kele,-2.0833333333,147.083333333,Papunesia,Oceanic,Austronesian,False,False
agu,agua1252,Aguacatec,15.4166666667,-91.3333333333,North America,Mayan,Mayan,False,False
bur,buru1296,Burushaski,36.5,74.5,Eurasia,Burushaski,Burushaski,True,True
oks,oksa1245,Oksapmin,-5.1666666667,142.166666667,Papunesia,Oksapmin,Oksapmin,False,False
tum,tuml1238,Tumleo,-3.0833333333,142.416666667,Papunesia,Oceanic,Austronesian,False,False
ina,suab1238,Inanwatan,-2.0833333333,132.083333333,Papunesia,South Bird's Head,Marind,False,False
yny,yany1243,Yanyuwa,-16.4166666667,137.166666667,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
sgr,sang1336,Sangir,3.5,125.5,Papunesia,Sangiric,Austronesian,False,False
gku,puel1244,Gününa Küne,-41,-67,South America,Puelche,Chon,False,False
nma,maon1238,Naga (Mao),25.5,94.3333333333,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
rga,rong1268,Ronga,-26,32.5,Africa,Bantoid,Niger-Congo,False,False
lye,lyel1241,Lyele,12.5,-2.6666666667,Africa,Gur,Niger-Congo,False,False
pme,east2545,Pomo (Eastern),39,-122.666666667,North America,Pomoan,Hokan,False,False
cut,cuit1236,Cuitlatec,17.5,-101,North America,Cuitlatec,Cuitlatec,False,False
tap,taia1239,Taiap,-4.0833333333,144.5,Papunesia,Gapun,Gapun,False,False
bob,bang1354,Bobangi,-1.3333333333,17.3333333333,Africa,Bantoid,Niger-Congo,False,False
nad,nade1244,Nadëb,-1,-66.5,South America,Nadahup,Nadahup,False,False
hid,hida1246,Hidatsa,47,-102.5,North America,Core Siouan,Siouan,False,False
tzu,tzut1248,Tzutujil,14.6666666667,-91.3333333333,North America,Mayan,Mayan,False,False
yin,yind1247,Yindjibarndi,-21.75,117.916666667,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
cly,chul1246,Chulym,54.3333333333,89.6666666667,Eurasia,Turkic,Altaic,False,False
pem,pemo1248,Pemon,5.3333333333,-62,South America,Cariban,Cariban,False,False
yan,yana1271,Yana,40.5,-122,North America,Yana,Hokan,False,False
juk,juku1254,Jukun,6.9166666667,10.4166666667,Africa,Platoid,Niger-Congo,False,False
kbu,kane1243,Kanembu,14,15,Africa,Western Saharan,Saharan,False,False
anx,andi1255,Andi,42.75,46.25,Eurasia,Avar-Andic-Tsezic,Nakh-Daghestanian,False,False
acu,achu1248,Achuar,-2.66667,-76,South America,Jivaroan,Jivaroan,False,False
uku,uppe1438,Upper Kuskokwim,63,-157,North America,Athapaskan,Na-Dene,False,False
wic,wich1260,Wichita,33.3333333333,-97.3333333333,North America,Caddoan,Caddoan,True,True
nav,nava1243,Navajo,36.1666666667,-108,North America,Athapaskan,Na-Dene,False,True
knm,kuna1268,Kunama,14.5,37,Africa,Kunama,Kunama,False,True
nkt,nyah1250,Nyah Kur (Tha Pong),15.6666666667,101.666666667,Eurasia,Monic,Austro-Asiatic,False,False
sed,seda1262,Sedang,14.8333333333,108,Eurasia,Bahnaric,Austro-Asiatic,False,False
shl,shil1265,Shilluk,9.6666666667,31.75,Africa,Nilotic,Eastern Sudanic,False,False
krl,kare1335,Karelian,64,32,Eurasia,Finnic,Uralic,False,False
tse,uabm1237,Timorese,-9.6666666667,124.5,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
jcr,jama1262,Jamaican Creole,18.1666666667,-77.25,North America,Creoles and Pidgins,other,False,False
tau,tauy1241,Tauya,-5.75,145.333333333,Papunesia,Madang,Trans-New Guinea,False,False
nyl,nyal1254,Nyelâyu,-20.3333333333,164.333333333,Papunesia,Oceanic,Austronesian,False,False
shh,shar1245,Sharanahua,-11,-70,South America,Panoan,Panoan,False,False
kbo,apma1241,Kambot,-4.25,144.133333333,Papunesia,Botin,Lower Sepik-Ramu,False,False
cri,crim1257,Crimean Tatar,45,34.0833333333,Eurasia,Turkic,Altaic,False,False
myi,mang1381,Mangarrayi,-14.6666666667,133.5,Australia,Mangarrayi,Mangarrayi-Maran,True,True
fio,koon1244,Fiote,-5.5,14,Africa,Bantoid,Niger-Congo,False,False
kon,koon1244,Kongo,-5,15,Africa,Bantoid,Niger-Congo,False,True
gap,gapa1238,Gapapaiwa,-9.75,149.833333333,Papunesia,Oceanic,Austronesian,False,False
gnb,kunb1251,Gunbalang,-12,134,Australia,Gunwinygic,Gunwinyguan,False,False
obk,obok1239,Obokuitai,-3,138,Papunesia,Lakes Plain,Lakes Plain,False,False
wgl,waig1243,Waigali,35,71.25,Eurasia,Nuristani,Indo-European,False,False
dul,drun1238,Dulong,28,98.3333333333,Eurasia,Nungish,Sino-Tibetan,False,False
ibi,ibib1240,Ibibio,5.25,7.8333333333,Africa,Cross River,Niger-Congo,False,False
sud,sude1239,Sudest,-11.5,153.45,Papunesia,Oceanic,Austronesian,False,False
kau,kaul1240,Kaulong,-6.1666666667,149.666666667,Papunesia,Oceanic,Austronesian,False,False
hum,muru1274,Huitoto (Murui),-1,-73.5,South America,Huitoto,Huitotoan,False,False
bsi,siwi1239,Berber (Siwa),29.1666666667,25.5,Africa,Berber,Afro-Asiatic,False,False
hhu,hang1263,Hanga Hundi,-3.8333333333,142.916666667,Papunesia,Middle Sepik,Sepik,False,False
mua,makh1264,Makua,-15,38.6666666667,Africa,Bantoid,Niger-Congo,False,False
xar,xara1244,Xârâcùù,-21.6666666667,166,Papunesia,Oceanic,Austronesian,False,False
lau,lauu1247,Lau,-9.5833333333,161.5,Papunesia,Oceanic,Austronesian,False,False
mkg,mand1436,Mandinka (Gambian),13.4166666667,-16,Africa,Western Mande,Mande,False,False
mdk,mand1436,Mandinka,13,-15.6666666667,Africa,Western Mande,Mande,False,False
buj,kwas1243,Bujeba,3,10.1666666667,Africa,Bantoid,Niger-Congo,False,False
crp,cara1272,Carapana,0.8333333333,-70.75,South America,Tucanoan,Tucanoan,False,False
tes,teso1249,Teso,1.8333333333,33.8333333333,Africa,Nilotic,Eastern Sudanic,False,False
aci,achi1256,Achí,15.1666666667,-90.5,North America,Mayan,Mayan,False,False
bsq,basq1248,Basque,43,-3,Eurasia,Basque,Basque,True,True
bqb,basq1248,Basque (Bidasoa Valley),43,-3.8333333333,Eurasia,Basque,Basque,False,False
bqg,basq1248,Basque (Gernica),43.3333333333,-3,Eurasia,Basque,Basque,False,False
bqh,basq1248,Basque (Hondarribia),42.5,-3,Eurasia,Basque,Basque,False,False
bql,basq1248,Basque (Lekeitio),43,-2.5,Eurasia,Basque,Basque,False,False
bqn,basq1248,Basque (Northern High Navarrese),43.3333333333,-2.5,Eurasia,Basque,Basque,False,False
bqo,basq1248,Basque (Oñati),42.5,-3.5,Eurasia,Basque,Basque,False,False
bqr,basq1248,Basque (Roncalese),43,-2,Eurasia,Basque,Basque,False,False
bqs,basq1248,Basque (Sakana),42.5,-2,Eurasia,Basque,Basque,False,False
bso,basq1250,Basque (Souletin),43.5,-1.5,Eurasia,Basque,Basque,False,False
bqz,basq1248,Basque (Zeberio),42,-3,Eurasia,Basque,Basque,False,False
bqi,basq1248,Basque (Basaburua and Imoz),43,-1.6666666667,Eurasia,Basque,Basque,False,False
mgn,magu1243,Magindanao,6.8333333333,124.5,Papunesia,Greater Central Philippine,Austronesian,False,False
akc,akac1240,Aka-Cari,13.5,93,Eurasia,Great Andamanese,Great Andamanese,False,False
gcy,mode1248,Greek (Cypriot),34.75,33,Eurasia,Greek,Indo-European,False,False
grk,mode1248,Greek (Modern),39,22,Eurasia,Greek,Indo-European,True,True
wed,weda1241,Wedau,-10.1666666667,150.166666667,Papunesia,Oceanic,Austronesian,False,False
mer,meri1244,Meryam Mir,-9.9166666667,144.083333333,Papunesia,Western Fly,Western Fly,False,False
des,desa1247,Desano,0.8333333333,-69.8333333333,South America,Tucanoan,Tucanoan,False,False
mok,moki1238,Mokilese,6.6666666667,159.75,Papunesia,Oceanic,Austronesian,False,False
png,pang1287,Pangwa,-10,34.75,Africa,Bantoid,Niger-Congo,False,False
ldo,orok1266,Londo,5,9.1666666667,Africa,Bantoid,Niger-Congo,False,False
est,esto1258,Estonian,59,26,Eurasia,Finnic,Uralic,False,False
kre,gbay1288,Kresh,8.5,24.5,Africa,Kresh,Central Sudanic,False,False
abi,abip1241,Abipón,-29,-61,South America,South Guaicuruan,Guaicuruan,False,True
kte,kete1252,Kete,-7,22.8333333333,Africa,Bantoid,Niger-Congo,False,False
akr,arik1262,Arikara,45.5,-100.5,North America,Caddoan,Caddoan,False,False
pan,panj1256,Panjabi,31,74,Eurasia,Indic,Indo-European,False,False
jem,jeme1245,Jemez,35.8333333333,-107,North America,Kiowa-Tanoan,Kiowa-Tanoan,False,False
mtl,matt1238,Mattole,40.1666666667,-124.166666667,North America,Athapaskan,Na-Dene,False,False
lai,haka1240,Lai,22.6666666667,93.6666666667,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
ttu,bats1242,Tsova-Tush,42.5,45.5,Eurasia,Nakh,Nakh-Daghestanian,False,False
mhk,mehe1243,Mehek,-3.75,142.5,Papunesia,Tama Sepik,Sepik,False,False
dts,toro1252,Toro So,14.4166666667,-3.25,Africa,Dogon,Dogon,False,False
dds,donn1238,Donno So,14.3333333333,-3.5833333333,Africa,Dogon,Dogon,False,False
koo,kola1285,Kola,-5.5,134.5,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
dja,dyaa1242,Djabugay,-16.75,145.583333333,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
taw,tawa1275,Tawala,-10.3333333333,150.666666667,Papunesia,Oceanic,Austronesian,False,False
mrw,muru1266,Muruwari,-28.75,147,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
agt,leni1238,Anguthimri,-12.3333333333,141.833333333,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
ven,vend1245,Venda,-22,30,Africa,Bantoid,Niger-Congo,False,False
kai,kaia1245,Kaian,-4.0833333333,144.75,Papunesia,Lower Ramu,Lower Sepik-Ramu,False,False
gol,gola1255,Gola,7.25,-10.8333333333,Africa,Mel,Niger-Congo,False,False
tni,tina1246,Tinani,32.3333333333,77.1666666667,Eurasia,Bodic,Sino-Tibetan,False,False
lmb,lamb1271,Lamba,-13,28,Africa,Bantoid,Niger-Congo,False,False
tiw,tiwi1244,Tiwi,-11.5,131,Australia,Tiwian,Tiwian,True,True
akh,akha1245,Akha,21.8333333333,99.8333333333,Eurasia,Burmese-Lolo,Sino-Tibetan,False,False
cah,cahu1264,Cahuilla,33.5,-116.25,North America,California Uto-Aztecan,Uto-Aztecan,False,True
ken,keng1240,Kenga,12,18,Africa,Bongo-Bagirmi,Central Sudanic,False,False
dga,sout2789,Dagaare,10.5,-2.6666666667,Africa,Gur,Niger-Congo,False,False
lu,luuu1242,Lü,22,100.666666667,Eurasia,Kam-Tai,Tai-Kadai,False,False
grr,gara1269,Garrwa,-17.0833333333,137.166666667,Australia,Garrwan,Garrwan,False,False
kyq,nuuc1236,Kyuquot,50.1666666667,-127.166666667,North America,Southern Wakashan,Wakashan,False,False
nuu,noot1239,Nuuchahnulth,49.6666666667,-126.666666667,North America,Southern Wakashan,Wakashan,False,False
srm,sara1340,Saramaccan,4.5,-55.5,South America,Creoles and Pidgins,other,False,False
oma,omag1248,Omagua,-4,-73.5,South America,Tupi-Guaraní,Tupian,False,False
bnk,bank1256,Bankon,4.4166666667,9.5833333333,Africa,Bantoid,Niger-Congo,False,False
wlm,walm1241,Walmatjari,-19.5,125.75,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
ber,bert1248,Berta,10.3333333333,34.6666666667,Africa,Berta,Berta,False,False
blt,balt1258,Balti,35,76,Eurasia,Bodic,Sino-Tibetan,False,False
prk,puri1258,Purki,34.6666666667,76,Eurasia,Bodic,Sino-Tibetan,False,False
gdi,godi1239,Godié,5.4166666667,-5.8333333333,Africa,Kru,Niger-Congo,False,False
dun,duna1248,Duna,-5.5,142.5,Papunesia,Duna,Trans-New Guinea,False,False
mmp,mamp1244,Mampruli,10.3333333333,-0.6666666667,Africa,Gur,Niger-Congo,False,False
qim,imba1240,Quechua (Imbabura),0.3333333333,-78,South America,Quechuan,Quechuan,True,True
qhu,huam1248,Quechua (Huallaga),-9.5,-75.5,South America,Quechuan,Quechuan,False,False
qec,chim1302,Quechua (Ecuadorean),-1,-79,South America,Quechuan,Quechuan,False,False
ret,tani1257,Retuarã,-0.5,-70.6666666667,South America,Tucanoan,Tucanoan,False,False
agl,aghu1253,Aghul,41.75,47.6666666667,Eurasia,Lezgic,Nakh-Daghestanian,False,False
bgo,bong1285,Bongo,7.5,28.5,Africa,Bongo-Bagirmi,Central Sudanic,False,False
kga,nucl1379,Kinga,-9,34,Africa,Bantoid,Niger-Congo,False,False
alu,alut1245,Alutor,61,165,Eurasia,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,False,False
dgx,dege1248,Degexit'an,62,-160,North America,Athapaskan,Na-Dene,False,False
otr,otor1240,Otoro,11.1666666667,30.5,Africa,Heiban,Kordofanian,False,False
lnw,lonw1238,Lonwolwol,-16.2166666667,168,Papunesia,Oceanic,Austronesian,False,False
nkb,ngal1292,Ngalkbun,-13.5,134.833333333,Australia,Gunwinygic,Gunwinyguan,False,False
dug,gaww1239,Dullay (Gollango),5.5,37.25,Africa,Lowland East Cushitic,Afro-Asiatic,False,False
jmo,jurm1239,Jur Mödö,6,30,Africa,Bongo-Bagirmi,Central Sudanic,False,False
pog,pogo1243,Pogoro,-8.75,36.5,Africa,Bantoid,Niger-Congo,False,False
olo,oloo1241,Olo,-3.4166666667,142,Papunesia,Wapei-Palei,Torricelli,False,False
wrk,guar1293,Warekena,1.5,-67.5,South America,Inland Northern Arawakan,Arawakan,False,False
kun,bord1248,Kuna,8,-77.3333333333,South America,Kuna,Chibchan,False,False
stn,pedi1238,Sotho (Northern),-24,29,Africa,Bantoid,Niger-Congo,False,False
bnd,band1352,Bandi,8.0833333333,-10.25,Africa,Western Mande,Mande,False,False
knr,cent2050,Kanuri,12,13,Africa,Western Saharan,Saharan,False,True
ila,ilaa1246,Ila,-15.5833333333,26.5,Africa,Bantoid,Niger-Congo,False,False
gar,garo1247,Garo,25.6666666667,90.5,Eurasia,Bodo-Garo,Sino-Tibetan,False,True
kse,koyr1242,Koyraboro Senni,16,0,Africa,Songhay,Songhay,True,True
kch,koyr1240,Koyra Chiini,17,-3,Africa,Songhay,Songhay,False,False
toq,toab1237,Toqabaqita,-8.4166666667,160.583333333,Papunesia,Oceanic,Austronesian,False,False
mrg,marg1265,Margi,11,13,Africa,Biu-Mandara,Afro-Asiatic,False,False
mda,mada1293,Mada (in Cameroon),10.8333333333,14.1666666667,Africa,Biu-Mandara,Afro-Asiatic,False,False
yir,yiry1247,Yir Yiront,-14.8333333333,141.833333333,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
zun,zuni1245,Zuni,35.0833333333,-108.833333333,North America,Zuni,Zuni,False,False
lez,lezg1247,Lezgian,41.6666666667,47.8333333333,Eurasia,Lezgic,Nakh-Daghestanian,True,True
dgb,dagb1246,Dagbani,9.5833333333,-0.5,Africa,Gur,Niger-Congo,False,False
qaf,afar1241,Qafar,12,42,Africa,Lowland East Cushitic,Afro-Asiatic,False,False
auy,awiy1238,Auyana,-6.5,145.75,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
usr,usar1243,Usarufa,-6.4166666667,145.583333333,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
nax,naxi1245,Naxi,27.5,100,Eurasia,Naxi,Sino-Tibetan,False,False
alb,gheg1238,Albanian,41,20,Eurasia,Albanian,Indo-European,False,False
dim,dime1235,Dime,6.1666666667,36.25,Africa,South Omotic,Afro-Asiatic,False,False
cmc,come1251,Comecrudo,25.8333333333,-99,North America,Comecrudan,Comecrudan,False,False
url,urak1238,Urak Lawoi',8,98.3333333333,Eurasia,Malayo-Sumbawan,Austronesian,False,False
mco,coat1238,Mixe (Coatlán),16.9166666667,-95.6666666667,North America,Mixe-Zoque,Mixe-Zoque,False,False
mth,tlah1239,Mixe (Tlahuitoltepec),17.0833333333,-96.1666666667,North America,Mixe-Zoque,Mixe-Zoque,False,False
mtp,toto1305,Mixe (Totontepec),17.25,-96,North America,Mixe-Zoque,Mixe-Zoque,False,False
dhi,dhiv1236,Dhivehi,4.1666666667,73.5,Eurasia,Indic,Indo-European,False,False
paw,pawa1255,Pawaian,-7,145.083333333,Papunesia,Pawaian,Teberan-Pawaian,False,False
sal,sali1253,Salinan,36,-121,North America,Salinan,Salinan,False,False
mkn,mank1251,Mankanya,12.0833333333,-15.9166666667,Africa,Northern Atlantic,Niger-Congo,False,False
krf,kora1294,Korafe,-9.05,149.083333333,Papunesia,Binanderean,Trans-New Guinea,False,False
nis,nyis1236,Nyishi,27.5,93.5,Eurasia,Tani,Sino-Tibetan,False,False
mle,male1284,Maale,6,36.9166666667,Africa,North Omotic,Afro-Asiatic,False,False
kpm,pamp1243,Kapampangan,15.3333333333,120.5,Papunesia,Central Luzon,Austronesian,False,False
grs,garu1246,Garus,-4.95,145.666666667,Papunesia,Madang,Trans-New Guinea,False,False
adn,adny1235,Adynyamathanha,-30.5,139.5,Australia,Central Pama-Nyungan,Pama-Nyungan,False,False
kzh,nort2735,Kam (Zhanglu),26,108.5,Eurasia,Kam-Tai,Tai-Kadai,False,False
don,sout2741,Dong (Southern),27,109,Eurasia,Kam-Tai,Tai-Kadai,False,False
mwe,mwer1248,Mwera,-9,39,Africa,Bantoid,Niger-Congo,False,False
kho,nama1264,Khoekhoe,-25.5,18,Africa,Khoe-Kwadi,Khoe-Kwadi,True,True
bkt,brok1247,Brokskat,35.3333333333,76.5,Eurasia,Indic,Indo-European,False,False
sav,savi1242,Savi,35,71.5,Eurasia,Indic,Indo-European,False,False
sna,shin1264,Shina,36,74,Eurasia,Indic,Indo-European,False,False
sht,shat1244,Shatt,10.8333333333,30,Africa,Daju,Eastern Sudanic,False,False
mng,mang1405,Manggarai,-8.5,120.333333333,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
crh,chru1239,Chru,11.5,108.5,Eurasia,Malayo-Sumbawan,Austronesian,False,False
yta,noga1249,Yurt Tatar,46.3333333333,48.5,Eurasia,Turkic,Altaic,False,False
tlb,noga1249,Tatar-Noghay (Alabugat),47.4166666667,45.6666666667,Eurasia,Turkic,Altaic,False,False
nok,noga1249,Noghay (Karagash),47.5,47.25,Eurasia,Turkic,Altaic,False,False
nog,noga1249,Noghay,44,46,Eurasia,Turkic,Altaic,False,False
jah,jeha1242,Jahai,5.75,101.5,Eurasia,Aslian,Austro-Asiatic,False,False
rwe,wels1246,Romani (Welsh),52,-4,Eurasia,Indic,Indo-European,False,False
rka,vlax1238,Romani (Kalderash),45,21,Eurasia,Indic,Indo-European,False,False
rav,balk1252,Romani (Ajia Varvara),38,23.5833333333,Eurasia,Indic,Indo-European,False,False
rnr,balt1257,Romani (North Russian),60,38,Eurasia,Indic,Indo-European,False,False
rbu,balk1252,Romani (Bugurdzi),42.6666666667,21.1666666667,Eurasia,Indic,Indo-European,False,False
rlo,vlax1238,Romani (Lovari),47,21.5,Eurasia,Indic,Indo-European,False,False
rbg,sint1235,Romani (Burgenland),47.5,16.5,Eurasia,Indic,Indo-European,False,False
rse,None,Romani (Sepecides),38.25,27,None,Indic,Indo-European,False,False
nnk,nank1250,Nankina,-5.7833333333,146.45,Papunesia,Finisterre-Huon,Trans-New Guinea,False,False
cas,cash1251,Cashibo,-8.5,-75.5,South America,Panoan,Panoan,False,False
lur,nort2645,Luri,33.5,48.5,Eurasia,Iranian,Indo-European,False,False
kgu,kalk1246,Kalkatungu,-21,139.5,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
uyg,uigh1240,Uyghur,40,80,Eurasia,Turkic,Altaic,False,False
mit,mitu1240,Mituku,-1.6666666667,25.5,Africa,Bantoid,Niger-Congo,False,False
hwc,hawa1247,Hawaiian Creole,21.5,-158,North America,Creoles and Pidgins,other,False,False
gro,guro1248,Guro,7,-6,Africa,Eastern Mande,Mande,False,False
maa,masa1300,Maasai,-3,36,Africa,Nilotic,Eastern Sudanic,False,False
nro,naro1249,Nharo,-22.3333333333,20.5,Africa,Khoe-Kwadi,Khoe-Kwadi,False,False
ktz,kati1270,Kati (in Afghanistan),35.5,70,Eurasia,Nuristani,Indo-European,False,False
crk,cree1270,Creek,34,-85,North America,Muskogean,Muskogean,False,False
khg,khal1275,Khaling,27.5,86.6666666667,Eurasia,Mahakiranti,Sino-Tibetan,False,False
mta,buka1257,Mentuh Tapuh,1.25,111,Papunesia,Land Dayak,Austronesian,False,False
anc,ngas1240,Angas,9.5,9.5,Africa,West Chadic,Afro-Asiatic,False,False
eya,eyak1241,Eyak,60.5,-145,North America,Eyak,Na-Dene,False,False
rru,nyor1246,Runyoro-Rutooro,1.5,31.3333333333,Africa,Bantoid,Niger-Congo,False,False
iwa,iwai1244,Iwaidja,-11.5,132.666666667,Australia,Iwaidjan,Iwaidjan,False,False
